,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
4758494,2008,8,4,1,1431.0,1435,1940.0,1945,AA,2012,N5CNAA,189.0,190.0,163.0,-5.0,-4.0,RNO,DFW,1345,15.0,11.0,0,,0,,,,,
4592848,2008,8,4,1,1018.0,1012,1207.0,1204,FL,86,N943AT,109.0,112.0,86.0,3.0,6.0,ATL,FLL,581,5.0,18.0,0,,0,,,,,
2382114,2008,4,11,5,1931.0,1850,2244.0,2052,DL,1495,N909DA,193.0,122.0,100.0,112.0,41.0,DTW,ATL,594,60.0,33.0,0,,0,1.0,0.0,71.0,0.0,40.0
6929658,2008,12,1,1,2221.0,2040,2333.0,2210,AA,1659,N531AA,72.0,90.0,55.0,83.0,101.0,ORD,MCI,403,4.0,13.0,0,,0,0.0,12.0,0.0,0.0,71.0
83115,2008,1,28,1,1146.0,1130,1312.0,1300,WN,1536,N204WN,86.0,90.0,69.0,12.0,16.0,SAN,OAK,446,5.0,12.0,0,,0,,,,,
3588953,2008,6,7,6,1203.0,1130,1338.0,1317,DL,1595,N923DL,95.0,107.0,79.0,21.0,33.0,ATL,PBI,545,5.0,11.0,0,,0,21.0,0.0,0.0,0.0,0.0
1928085,2008,4,14,1,1349.0,1335,1428.0,1414,YV,1004,N654BR,39.0,39.0,21.0,14.0,14.0,HNL,LIH,102,4.0,14.0,0,,0,,,,,
5476326,2008,10,31,5,626.0,630,725.0,735,WN,688,N920WN,59.0,65.0,46.0,-10.0,-4.0,BWI,RDU,255,4.0,9.0,0,,0,,,,,
2663398,2008,5,15,4,726.0,730,824.0,839,US,83,N636AW,58.0,69.0,44.0,-15.0,-4.0,LAX,LAS,236,5.0,9.0,0,,0,,,,,
4770875,2008,8,11,1,948.0,930,1426.0,1353,AS,82,N309AS,218.0,203.0,189.0,33.0,18.0,ANC,SEA,1449,16.0,13.0,0,,0,0.0,0.0,15.0,0.0,18.0
1010464,2008,2,27,3,1906.0,1909,2109.0,2059,NW,378,N527US,123.0,110.0,85.0,10.0,-3.0,DTW,BOS,632,20.0,18.0,0,,0,,,,,
2909932,2008,5,5,1,1308.0,1305,1538.0,1535,AA,1905,N4WTAA,150.0,150.0,123.0,3.0,3.0,MSP,DFW,852,14.0,13.0,0,,0,,,,,
1637577,2008,3,30,7,722.0,715,948.0,936,9E,2023,91539E,86.0,81.0,60.0,12.0,7.0,MEM,ATL,332,7.0,19.0,0,,0,,,,,
980487,2008,2,25,1,1147.0,1155,1247.0,1300,MQ,3816,N680AE,60.0,65.0,45.0,-13.0,-8.0,TUL,DFW,237,8.0,7.0,0,,0,,,,,
6206050,2008,11,16,7,1040.0,1043,1259.0,1255,DL,1242,N981DL,79.0,72.0,61.0,4.0,-3.0,JAN,ATL,341,9.0,9.0,0,,0,,,,,
4231260,2008,7,18,5,1853.0,1855,2042.0,2040,DL,1653,N982DL,109.0,105.0,82.0,2.0,-2.0,PIT,ATL,526,13.0,14.0,0,,0,,,,,
4619517,2008,8,26,2,2059.0,2105,2132.0,2142,HA,566,N476HA,33.0,37.0,22.0,-10.0,-6.0,HNL,OGG,100,5.0,6.0,0,,0,,,,,
4388217,2008,8,3,7,1538.0,1530,1805.0,1755,OH,5712,N629BR,147.0,145.0,116.0,10.0,8.0,JAX,LGA,834,10.0,21.0,0,,0,,,,,
4274751,2008,8,15,5,1637.0,1625,1802.0,1740,WN,3070,N296WN,85.0,75.0,50.0,22.0,12.0,HOU,JAN,359,3.0,32.0,0,,0,4.0,0.0,10.0,0.0,8.0
1161059,2008,2,3,7,1657.0,1655,2011.0,1953,DL,1073,N914DN,134.0,118.0,95.0,18.0,2.0,SEA,SLC,689,22.0,17.0,0,,0,0.0,0.0,18.0,0.0,0.0
2488498,2008,5,30,5,814.0,820,910.0,923,XE,61,N13161,176.0,183.0,162.0,-13.0,-6.0,OMA,TUS,1046,5.0,9.0,0,,0,,,,,
5635533,2008,10,15,3,641.0,645,810.0,820,US,1424,N917UW,89.0,95.0,74.0,-10.0,-4.0,MCO,CLT,468,6.0,9.0,0,,0,,,,,
3200838,2008,6,22,7,1130.0,1130,1216.0,1220,OO,6573,N753SK,46.0,50.0,25.0,-4.0,0.0,DEN,HDN,142,3.0,18.0,0,,0,,,,,
1536034,2008,3,4,2,1012.0,1017,1202.0,1211,FL,511,N939AT,110.0,114.0,92.0,-9.0,-5.0,MIA,ATL,595,9.0,9.0,0,,0,,,,,
2724758,2008,5,7,3,1829.0,1835,2058.0,2116,EV,4721,N751EV,89.0,101.0,68.0,-18.0,-6.0,STL,ATL,483,10.0,11.0,0,,0,,,,,
2278667,2008,4,27,7,1653.0,1640,2104.0,2115,AA,878,N463AA,191.0,215.0,177.0,-11.0,13.0,DFW,EWR,1372,5.0,9.0,0,,0,,,,,
2929426,2008,5,24,6,824.0,830,1106.0,1120,AS,504,N644AS,162.0,170.0,140.0,-14.0,-6.0,SEA,SNA,978,6.0,16.0,0,,0,,,,,
2260508,2008,4,22,2,1220.0,1220,1332.0,1350,9E,5941,89779E,132.0,150.0,112.0,-18.0,0.0,BWI,MEM,787,7.0,13.0,0,,0,,,,,
528356,2008,1,8,2,1230.0,1235,1403.0,1355,AA,2427,N3CWAA,213.0,200.0,176.0,8.0,-5.0,DFW,LAX,1235,6.0,31.0,0,,0,,,,,
4627799,2008,8,24,7,1649.0,1630,1808.0,1755,MQ,3418,N800AE,79.0,85.0,62.0,13.0,19.0,CRP,DFW,354,5.0,12.0,0,,0,,,,,
4439518,2008,8,22,5,1135.0,1140,1256.0,1300,OO,4022,N863AS,81.0,80.0,62.0,-4.0,-5.0,HLN,SLC,402,5.0,14.0,0,,0,,,,,
983012,2008,2,27,3,1223.0,1225,1435.0,1440,MQ,3933,N618AE,72.0,75.0,51.0,-5.0,-2.0,ORD,CVG,264,8.0,13.0,0,,0,,,,,
1768864,2008,3,5,3,1700.0,1650,1829.0,1808,CO,1860,N33608,89.0,78.0,50.0,21.0,10.0,MFE,IAH,316,7.0,32.0,0,,0,1.0,0.0,11.0,0.0,9.0
1856879,2008,4,23,3,1507.0,1445,1623.0,1600,WN,72,N240WN,76.0,75.0,64.0,23.0,22.0,BWI,MHT,377,3.0,9.0,0,,0,22.0,0.0,1.0,0.0,0.0
2964960,2008,5,19,1,1322.0,1330,1747.0,1757,CO,1752,N13720,145.0,147.0,132.0,-10.0,-8.0,TUS,IAH,936,3.0,10.0,0,,0,,,,,
2023391,2008,4,11,5,1340.0,1305,1623.0,1554,UA,614,N830UA,103.0,109.0,81.0,29.0,35.0,ORD,DCA,612,3.0,19.0,0,,0,8.0,0.0,0.0,0.0,21.0
5803656,2008,10,29,3,2122.0,2129,2146.0,2202,9E,2043,91469E,84.0,93.0,62.0,-16.0,-7.0,ATL,LIT,453,4.0,18.0,0,,0,,,,,
6053835,2008,11,2,7,1312.0,1312,1425.0,1428,YV,2878,N927LR,73.0,76.0,51.0,-3.0,0.0,PHX,ELP,347,3.0,19.0,0,,0,,,,,
1153527,2008,2,21,4,935.0,850,1330.0,1210,CO,1011,N16339,295.0,260.0,229.0,80.0,45.0,EWR,IAH,1400,6.0,60.0,0,,0,45.0,0.0,35.0,0.0,0.0
928048,2008,2,15,5,626.0,625,819.0,828,EV,4803,N930EV,113.0,123.0,96.0,-9.0,1.0,SBN,ATL,566,7.0,10.0,0,,0,,,,,
4107359,2008,7,19,6,1419.0,1420,1605.0,1605,AA,543,N5DWAA,106.0,105.0,75.0,0.0,-1.0,STL,DFW,551,23.0,8.0,0,,0,,,,,
2282451,2008,4,14,1,1445.0,1435,1659.0,1700,AA,1094,N3APAA,134.0,145.0,114.0,-1.0,10.0,MIA,DCA,920,3.0,17.0,0,,0,,,,,
1399243,2008,3,11,2,558.0,600,1215.0,1200,UA,68,N543UA,257.0,240.0,230.0,15.0,-2.0,LAX,ORD,1745,6.0,21.0,0,,0,0.0,0.0,15.0,0.0,0.0
5837457,2008,10,11,6,1025.0,950,1309.0,1255,AA,692,N635AA,164.0,185.0,145.0,14.0,35.0,MIA,EWR,1086,9.0,10.0,0,,0,,,,,
3412142,2008,6,21,6,1712.0,1720,1830.0,1830,MQ,4475,N905JH,138.0,130.0,109.0,0.0,-8.0,BWI,ORD,622,14.0,15.0,0,,0,,,,,
3085816,2008,6,29,7,1040.0,1030,1052.0,1050,WN,3242,N645SW,132.0,140.0,115.0,2.0,10.0,SAT,PHX,843,8.0,9.0,0,,0,,,,,
4819522,2008,8,1,5,558.0,600,959.0,1008,CO,475,N87512,241.0,248.0,219.0,-9.0,-2.0,SJU,EWR,1608,12.0,10.0,0,,0,,,,,
1655581,2008,3,29,6,2120.0,2125,2241.0,2258,9E,5852,80369E,81.0,93.0,60.0,-17.0,-5.0,DTW,ROA,382,8.0,13.0,0,,0,,,,,
6435232,2008,11,18,2,927.0,859,1248.0,1202,CO,154,N33103,201.0,183.0,145.0,46.0,28.0,EWR,PBI,1024,5.0,51.0,0,,0,28.0,0.0,18.0,0.0,0.0
594372,2008,1,6,7,1342.0,1341,1412.0,1402,DL,775,N925DL,90.0,81.0,47.0,10.0,1.0,ATL,PNS,272,5.0,38.0,0,,0,,,,,
4888234,2008,9,16,2,1959.0,2000,2059.0,2105,WN,1099,N259WN,60.0,65.0,47.0,-6.0,-1.0,LAS,PHX,256,4.0,9.0,0,,0,,,,,
5216915,2008,9,9,2,919.0,900,1106.0,1100,MQ,4469,N669MB,47.0,60.0,35.0,6.0,19.0,ORD,TVC,224,3.0,9.0,0,,0,,,,,
2960632,2008,5,26,1,1234.0,1235,1503.0,1514,CO,492,N12125,149.0,159.0,128.0,-11.0,-1.0,EWR,MCO,938,7.0,14.0,0,,0,,,,,
4280182,2008,8,17,7,1756.0,1755,1835.0,1840,WN,2534,N367SW,99.0,105.0,92.0,-5.0,1.0,ABQ,SAN,628,2.0,5.0,0,,0,,,,,
3350920,2008,6,5,4,1422.0,1400,1611.0,1552,FL,157,N955AT,109.0,112.0,88.0,19.0,22.0,DCA,ATL,547,6.0,15.0,0,,0,0.0,0.0,0.0,0.0,19.0
1750423,2008,3,17,1,1153.0,1145,1716.0,1646,CO,496,N75853,203.0,181.0,179.0,30.0,8.0,LAS,IAH,1222,4.0,20.0,0,,0,0.0,0.0,22.0,0.0,8.0
1119563,2008,2,4,1,2044.0,2045,5.0,2359,B6,1069,N283JB,261.0,254.0,230.0,6.0,-1.0,JFK,AUS,1522,4.0,27.0,0,,0,,,,,
2639114,2008,5,9,5,747.0,750,1049.0,1111,UA,1428,N486UA,122.0,141.0,102.0,-22.0,-3.0,ONT,DEN,819,9.0,11.0,0,,0,,,,,
3837116,2008,7,24,4,1232.0,1227,1525.0,1503,UA,197,N820UA,353.0,336.0,329.0,22.0,5.0,IAD,SEA,2306,8.0,16.0,0,,0,0.0,0.0,22.0,0.0,0.0
4147433,2008,7,3,4,2057.0,2100,2304.0,2305,AA,2376,N506AA,127.0,125.0,107.0,-1.0,-3.0,DFW,ORD,802,4.0,16.0,0,,0,,,,,
62958,2008,1,22,2,1937.0,1940,2206.0,2205,WN,1777,N764SW,269.0,265.0,252.0,1.0,-3.0,MDW,SAN,1728,3.0,14.0,0,,0,,,,,
1586444,2008,3,17,1,745.0,745,1048.0,1055,MQ,4108,N851AE,123.0,130.0,102.0,-7.0,0.0,ORD,PVD,849,2.0,19.0,0,,0,,,,,
203263,2008,1,22,2,1552.0,1553,1637.0,1641,OO,5757,N296SW,45.0,48.0,35.0,-4.0,-1.0,PDX,SEA,129,2.0,8.0,0,,0,,,,,
6641847,2008,12,12,5,1115.0,1115,1155.0,1154,OO,5872,N958SW,40.0,39.0,17.0,1.0,0.0,DEN,COS,72,7.0,16.0,0,,0,,,,,
1564078,2008,3,7,5,1330.0,1325,1442.0,1440,MQ,3158,N821AE,72.0,75.0,56.0,2.0,5.0,SNA,SJC,342,2.0,14.0,0,,0,,,,,
4396306,2008,8,17,7,1434.0,1445,1523.0,1555,OH,5548,N487CA,49.0,70.0,28.0,-32.0,-11.0,PHL,JFK,94,4.0,17.0,0,,0,,,,,
2541595,2008,5,4,7,1038.0,1040,1228.0,1223,OH,5660,N430CA,110.0,103.0,87.0,5.0,-2.0,SAV,CVG,515,6.0,17.0,0,,0,,,,,
5715448,2008,10,4,6,1246.0,1250,1459.0,1458,FL,364,N980AT,133.0,128.0,113.0,1.0,-4.0,IND,MCO,828,8.0,12.0,0,,0,,,,,
1019390,2008,2,20,3,633.0,640,755.0,802,NW,878,N8938E,82.0,82.0,60.0,-7.0,-7.0,MCI,MEM,392,7.0,15.0,0,,0,,,,,
4184517,2008,7,25,5,1300.0,1229,1412.0,1400,CO,1163,N18611,132.0,151.0,112.0,12.0,31.0,EWR,ORD,719,7.0,13.0,0,,0,,,,,
5128591,2008,9,28,7,2111.0,1810,2342.0,2048,DL,147,N395DN,151.0,158.0,106.0,174.0,181.0,EWR,ATL,745,8.0,37.0,0,,0,0.0,0.0,0.0,0.0,174.0
2817773,2008,5,13,2,606.0,615,756.0,811,NW,365,N557NW,170.0,176.0,144.0,-15.0,-9.0,LGA,MSP,1020,7.0,19.0,0,,0,,,,,
4854948,2008,9,6,6,1055.0,1055,1105.0,1115,WN,2308,N649SW,70.0,80.0,53.0,-10.0,0.0,ABQ,PHX,328,7.0,10.0,0,,0,,,,,
1461355,2008,3,19,3,2054.0,2025,2243.0,2219,US,1606,N705UW,109.0,114.0,79.0,24.0,29.0,PHL,DTW,453,6.0,24.0,0,,0,16.0,0.0,0.0,0.0,8.0
6265696,2008,11,19,3,825.0,830,943.0,949,FL,807,N993AT,78.0,79.0,66.0,-6.0,-5.0,BWI,BOS,370,4.0,8.0,0,,0,,,,,
4349211,2008,8,19,2,837.0,840,906.0,915,XE,2253,N13566,89.0,95.0,73.0,-9.0,-3.0,CLE,BNA,448,6.0,10.0,0,,0,,,,,
1203969,2008,3,11,2,619.0,615,714.0,715,WN,407,N744SW,55.0,60.0,43.0,-1.0,4.0,RDU,BWI,255,3.0,9.0,0,,0,,,,,
710960,2008,2,29,5,812.0,815,925.0,924,XE,2623,N13124,73.0,69.0,49.0,1.0,-3.0,BTR,IAH,253,11.0,13.0,0,,0,,,,,
2783983,2008,5,26,1,649.0,650,837.0,840,MQ,3714,N518AE,168.0,170.0,148.0,-3.0,-1.0,PIT,DFW,1068,10.0,10.0,0,,0,,,,,
2812803,2008,5,13,2,722.0,710,1300.0,1251,NW,176,N345NW,218.0,221.0,199.0,9.0,12.0,LAX,MEM,1619,7.0,12.0,0,,0,,,,,
6663584,2008,12,13,6,1148.0,1146,1726.0,1802,UA,102,N819UA,218.0,256.0,197.0,-36.0,2.0,SFO,ORD,1846,4.0,17.0,0,,0,,,,,
1905386,2008,4,18,5,1753.0,1750,1843.0,1828,XE,2836,N13964,170.0,158.0,151.0,15.0,3.0,IAH,TUS,936,6.0,13.0,0,,0,0.0,0.0,15.0,0.0,0.0
2618781,2008,5,1,4,1423.0,1412,1749.0,1726,UA,430,N309UA,146.0,134.0,122.0,23.0,11.0,GEG,DEN,836,7.0,17.0,0,,0,0.0,0.0,12.0,0.0,11.0
1817129,2008,4,11,5,1444.0,1350,1603.0,1515,WN,503,N402WN,79.0,85.0,69.0,48.0,54.0,DAL,MCI,461,2.0,8.0,0,,0,12.0,0.0,0.0,0.0,36.0
5640920,2008,10,20,1,1958.0,1950,2149.0,2128,US,1767,N460UW,171.0,158.0,130.0,21.0,8.0,CLT,IAH,913,16.0,25.0,0,,0,6.0,0.0,13.0,0.0,2.0
447320,2008,1,22,2,1011.0,1010,1346.0,1335,NW,1426,N352NW,155.0,145.0,115.0,11.0,1.0,MSP,ATL,906,12.0,28.0,0,,0,,,,,
118254,2008,1,19,6,1528.0,1530,1642.0,1639,XE,2918,N12957,74.0,69.0,54.0,3.0,-2.0,IAH,GPT,376,3.0,17.0,0,,0,,,,,
619503,2008,2,6,3,1508.0,1440,1754.0,1735,WN,3065,N348SW,106.0,115.0,90.0,19.0,28.0,STL,BWI,737,3.0,13.0,0,,0,16.0,0.0,0.0,0.0,3.0
4170580,2008,7,13,7,1436.0,1440,1820.0,1832,B6,1402,N193JB,164.0,172.0,146.0,-12.0,-4.0,AUS,FLL,1105,4.0,14.0,0,,0,,,,,
2852080,2008,5,9,5,744.0,745,826.0,820,9E,4716,85059E,102.0,95.0,74.0,6.0,-1.0,IND,MCI,451,5.0,23.0,0,,0,,,,,
4240777,2008,8,5,2,1915.0,1920,2004.0,2015,WN,98,N511SW,49.0,55.0,41.0,-11.0,-5.0,HRL,SAT,233,3.0,5.0,0,,0,,,,,
6907082,2008,12,19,5,1451.0,1455,1808.0,1820,AA,644,N473AA,137.0,145.0,105.0,-12.0,-4.0,DFW,CLT,936,21.0,11.0,0,,0,,,,,
5863507,2008,10,31,5,744.0,750,1033.0,1050,AA,1797,N5DCAA,169.0,180.0,147.0,-17.0,-6.0,LGA,MIA,1097,4.0,18.0,0,,0,,,,,
5100328,2008,9,24,3,1342.0,1330,1941.0,1859,US,706,N745VJ,239.0,209.0,197.0,42.0,12.0,DEN,PHL,1557,24.0,18.0,0,,0,0.0,0.0,42.0,0.0,0.0
5053865,2008,9,25,4,1124.0,1131,1244.0,1253,UA,579,N933UA,80.0,82.0,68.0,-9.0,-7.0,DEN,BIL,455,2.0,10.0,0,,0,,,,,
3330978,2008,6,13,5,918.0,920,1014.0,1027,EV,4673,N920EV,56.0,67.0,39.0,-13.0,-2.0,CVG,TYS,226,2.0,15.0,0,,0,,,,,
3072001,2008,6,25,3,633.0,635,744.0,750,WN,2808,N269WN,71.0,75.0,50.0,-6.0,-2.0,ONT,PHX,325,5.0,16.0,0,,0,,,,,
3143462,2008,6,25,3,1912.0,1808,2038.0,1905,YV,7276,N47202,86.0,57.0,31.0,93.0,64.0,MSN,ORD,109,35.0,20.0,0,,0,0.0,0.0,93.0,0.0,0.0
4776907,2008,8,25,1,1253.0,1300,1451.0,1505,AS,325,N594AS,118.0,125.0,100.0,-14.0,-7.0,SJC,SEA,697,7.0,11.0,0,,0,,,,,
4861653,2008,9,8,1,1502.0,1505,1645.0,1655,WN,1428,N440LV,103.0,110.0,91.0,-10.0,-3.0,IND,JAX,688,4.0,8.0,0,,0,,,,,
1092600,2008,2,21,4,1225.0,1145,1325.0,1240,AA,1878,N255AA,60.0,55.0,31.0,45.0,40.0,DFW,OKC,175,5.0,24.0,0,,0,15.0,0.0,5.0,0.0,25.0
1216799,2008,3,15,6,1746.0,1740,1950.0,1930,WN,1814,N777QC,244.0,230.0,230.0,20.0,6.0,MSY,LAS,1501,6.0,8.0,0,,0,6.0,0.0,14.0,0.0,0.0
305414,2008,1,17,4,1252.0,1240,1421.0,1416,DL,1221,N951DL,89.0,96.0,67.0,5.0,12.0,IND,ATL,432,9.0,13.0,0,,0,,,,,
3407564,2008,6,30,1,1548.0,1550,1550.0,1605,MQ,4292,N665BC,62.0,75.0,49.0,-15.0,-2.0,CMH,ORD,296,6.0,7.0,0,,0,,,,,
6150899,2008,11,7,5,1727.0,1731,1949.0,2012,UA,919,N468UA,322.0,341.0,303.0,-23.0,-4.0,IAD,SAN,2253,1.0,18.0,0,,0,,,,,
5837479,2008,10,2,4,1959.0,2000,2302.0,2305,AA,694,N4WLAA,123.0,125.0,94.0,-3.0,-1.0,DFW,ATL,732,6.0,23.0,0,,0,,,,,
6412583,2008,11,3,1,1555.0,1605,1845.0,1900,B6,1240,N198JB,170.0,175.0,154.0,-15.0,-10.0,TPA,BOS,1185,4.0,12.0,0,,0,,,,,
6710448,2008,12,15,1,1003.0,930,1255.0,1210,US,1507,N190UW,292.0,280.0,269.0,45.0,33.0,CLT,PHX,1774,8.0,15.0,0,,0,0.0,0.0,12.0,0.0,33.0
2606650,2008,5,30,5,1421.0,1425,1540.0,1549,UA,51,N845UA,79.0,84.0,69.0,-9.0,-4.0,DEN,JAC,406,1.0,9.0,0,,0,,,,,
6043271,2008,11,13,4,1651.0,1345,1834.0,1557,XE,2405,N12552,103.0,132.0,85.0,157.0,186.0,LEX,EWR,588,7.0,11.0,0,,0,0.0,0.0,157.0,0.0,0.0
215222,2008,1,30,3,1942.0,1945,2106.0,2122,OO,3824,N492SW,84.0,97.0,68.0,-16.0,-3.0,SLC,RAP,508,3.0,13.0,0,,0,,,,,
1218909,2008,3,16,7,1940.0,1915,2028.0,2010,WN,1828,N267WN,48.0,55.0,41.0,18.0,25.0,HRL,SAT,233,2.0,5.0,0,,0,1.0,0.0,0.0,0.0,17.0
3865707,2008,7,2,3,1419.0,1420,1441.0,1457,UA,1298,N373UA,82.0,97.0,61.0,-16.0,-1.0,PIT,ORD,412,4.0,17.0,0,,0,,,,,
3387747,2008,6,4,3,654.0,700,809.0,810,MQ,3534,N502AE,75.0,70.0,54.0,-1.0,-6.0,LIT,DFW,304,13.0,8.0,0,,0,,,,,
1750050,2008,3,16,7,2000.0,1930,2121.0,2038,CO,479,N14230,81.0,68.0,40.0,43.0,30.0,IAH,SAT,191,2.0,39.0,0,,0,30.0,0.0,13.0,0.0,0.0
3682307,2008,7,26,6,930.0,925,1145.0,1150,WN,565,N420WN,135.0,145.0,125.0,-5.0,5.0,HOU,MDW,937,4.0,6.0,0,,0,,,,,
5575497,2008,10,30,4,1027.0,1028,1508.0,1509,OO,6538,N713SK,161.0,161.0,140.0,-1.0,-1.0,DEN,TYS,1162,3.0,18.0,0,,0,,,,,
4437015,2008,8,20,3,621.0,624,742.0,748,OO,6330,N975SW,81.0,84.0,59.0,-6.0,-3.0,ONT,SFO,363,12.0,10.0,0,,0,,,,,
3942731,2008,7,30,3,1617.0,1548,1723.0,1703,EV,4401,N738EV,126.0,135.0,105.0,20.0,29.0,ATL,MKE,669,7.0,14.0,0,,0,8.0,0.0,0.0,0.0,12.0
2177570,2008,4,22,2,1511.0,1505,1818.0,1810,MQ,3599,N665BC,127.0,125.0,109.0,8.0,6.0,DFW,TYS,772,2.0,16.0,0,,0,,,,,
3670176,2008,7,22,2,1417.0,1405,1659.0,1710,WN,3311,N401WN,162.0,185.0,152.0,-11.0,12.0,PHX,SEA,1107,4.0,6.0,0,,0,,,,,
3733024,2008,7,25,5,1724.0,1730,2055.0,2109,XE,2044,N13538,151.0,159.0,135.0,-14.0,-6.0,IAH,CLT,913,6.0,10.0,0,,0,,,,,
3260653,2008,6,5,4,2032.0,2030,2230.0,2251,US,836,N441US,118.0,141.0,96.0,-21.0,2.0,PHL,JAX,742,4.0,18.0,0,,0,,,,,
4445413,2008,8,26,2,617.0,624,730.0,755,OO,2889,N507CA,133.0,151.0,108.0,-25.0,-7.0,EWR,MKE,725,8.0,17.0,0,,0,,,,,
6019638,2008,11,27,4,948.0,950,1249.0,1255,WN,3013,N692SW,121.0,125.0,107.0,-6.0,-2.0,DEN,AUS,775,5.0,9.0,0,,0,,,,,
5699280,2008,10,15,3,1105.0,1105,1254.0,1237,EV,5571,N744EV,109.0,92.0,66.0,17.0,0.0,ATL,MLB,443,5.0,38.0,0,,0,0.0,0.0,17.0,0.0,0.0
4917745,2008,9,25,4,2237.0,2135,2343.0,2245,WN,1079,N215WN,66.0,70.0,53.0,58.0,62.0,HOU,JAN,359,4.0,9.0,0,,0,58.0,0.0,0.0,0.0,0.0
4012751,2008,7,15,2,1311.0,1315,1451.0,1510,MQ,3612,N652RS,100.0,115.0,90.0,-19.0,-4.0,DSM,DFW,624,4.0,6.0,0,,0,,,,,
1696236,2008,3,11,2,1106.0,1040,1318.0,1310,AA,1683,N451AA,132.0,150.0,105.0,8.0,26.0,MSP,DFW,852,13.0,14.0,0,,0,,,,,
5330654,2008,9,29,1,1338.0,1230,1533.0,1434,AS,317,N548AS,115.0,124.0,87.0,59.0,68.0,SFO,SEA,679,14.0,14.0,0,,0,0.0,0.0,0.0,0.0,59.0
5563836,2008,10,9,4,1259.0,1026,1341.0,1116,OO,5904,N964SW,102.0,110.0,86.0,145.0,153.0,ROA,ORD,531,4.0,12.0,0,,0,0.0,0.0,0.0,0.0,145.0
320953,2008,1,30,3,1611.0,1615,1841.0,1847,DL,770,N915DN,90.0,92.0,67.0,-6.0,-4.0,LAS,SLC,368,5.0,18.0,0,,0,,,,,
5580585,2008,10,24,5,911.0,912,1010.0,1018,OO,6752,N939SW,119.0,126.0,97.0,-8.0,-1.0,SYR,ORD,607,10.0,12.0,0,,0,,,,,
5820492,2008,10,23,4,1327.0,1330,1506.0,1529,9E,5854,85549E,99.0,119.0,76.0,-23.0,-3.0,PHL,DTW,453,9.0,14.0,0,,0,,,,,
4775750,2008,8,22,5,1344.0,1330,1805.0,1757,AS,88,N556AS,201.0,207.0,182.0,8.0,14.0,ANC,SEA,1449,12.0,7.0,0,,0,,,,,
3231802,2008,6,20,5,1044.0,1050,1235.0,1221,UA,534,N385UA,111.0,91.0,86.0,14.0,-6.0,OMA,ORD,416,6.0,19.0,0,,0,,,,,
3360845,2008,6,18,3,1647.0,1650,1802.0,1829,FL,241,N970AT,75.0,99.0,62.0,-27.0,-3.0,ATL,RIC,481,3.0,10.0,0,,0,,,,,
2934906,2008,5,5,1,1827.0,1820,2112.0,2111,B6,144,N228JB,165.0,171.0,141.0,1.0,7.0,PBI,JFK,1028,5.0,19.0,0,,0,,,,,
4722829,2008,8,27,3,1510.0,1510,2055.0,2050,AA,522,N4XLAA,225.0,220.0,190.0,5.0,0.0,PDX,DFW,1616,25.0,10.0,0,,0,,,,,
468156,2008,1,19,6,657.0,700,749.0,757,9E,5714,89329E,112.0,117.0,92.0,-8.0,-3.0,CLT,MEM,512,7.0,13.0,0,,0,,,,,
6664059,2008,12,24,3,1011.0,612,1132.0,708,UA,123,N456UA,141.0,116.0,94.0,264.0,239.0,DSM,DEN,589,6.0,41.0,0,,0,239.0,0.0,25.0,0.0,0.0
1206516,2008,3,12,3,1808.0,1810,1918.0,1930,WN,319,N770SA,70.0,80.0,57.0,-12.0,-2.0,MDW,BNA,395,5.0,8.0,0,,0,,,,,
3329347,2008,6,19,4,634.0,640,816.0,811,EV,4621,N882AS,102.0,91.0,67.0,5.0,-6.0,CAE,CVG,404,11.0,24.0,0,,0,,,,,
2065731,2008,4,18,5,1144.0,1145,1316.0,1324,US,1058,N206UW,92.0,99.0,70.0,-8.0,-1.0,MCO,CLT,468,11.0,11.0,0,,0,,,,,
644789,2008,2,14,4,1103.0,1050,1350.0,1335,WN,1194,N772SW,107.0,105.0,90.0,15.0,13.0,PDX,SLC,630,4.0,13.0,0,,0,5.0,0.0,2.0,0.0,8.0
5734627,2008,10,19,7,525.0,530,559.0,606,HA,103,N481HA,34.0,36.0,20.0,-7.0,-5.0,HNL,LIH,102,6.0,8.0,0,,0,,,,,
6759344,2008,12,31,3,735.0,720,921.0,921,EV,5187,N713EV,106.0,121.0,95.0,0.0,15.0,EYW,ATL,646,7.0,4.0,0,,0,,,,,
6088671,2008,11,7,5,1959.0,1950,2255.0,2255,OO,2558,N496CA,116.0,125.0,100.0,0.0,9.0,MKE,PHL,690,3.0,13.0,0,,0,,,,,
3995390,2008,7,31,4,1021.0,1025,1055.0,1102,HA,139,N479HA,34.0,37.0,20.0,-7.0,-4.0,HNL,LIH,102,6.0,8.0,0,,0,,,,,
5111831,2008,9,2,2,655.0,700,839.0,835,WN,1288,N906WN,104.0,95.0,93.0,4.0,-5.0,DAL,BHM,587,3.0,8.0,0,,0,,,,,
